Datum 1  registrace,Datum 1  registrace v ČR,ZTP,ES EU,Druh vozidla,Druh vozidla 2  ř ,Kategorie vozidla,Tovární značka,Typ,Varianta,Verze,VIN,Obchodní označení,Výrobce vozidla,Výrobce motoru,Typ motoru,Max  výkon  kW     min⁻¹ ,Palivo,Zdvihový objem  cm³ ,Plně elektrické vozidlo,Hybridní vozidlo,Třída hybridního vozidla,Emisní limit  EHKOSN EHSES ,Stupeň plnění emisní úrovně,Korigovaný součinitel absorbce  m⁻¹ ,CO2 město  mimo město kombinované  g km-1 ,Specifické CO2,Snížení emisí – NEDC,Snížení emisí – WLTP,Spotřeba předpis,Spotřeba město  mimo město kombinovaná  l 100km⁻¹ ,Spotřeba při rychlosti  l 100 km⁻¹ ,Spotřeba el  mobil  Wh km  – Z,Dojezd ZR  km ,Výrobce karoserie,Druh (typ),Výrobní číslo karoserie,Barva,Barva doplňková,Počet míst celkem   k sezení   k stání,Celková délka šířka výška  mm ,Rozvor  mm ,Rozchod  mm ,Provozní hmotnost,Největší technicky přípustná povolená hmotnost  kg ,Největší technicky přípustná povolená hmotnost na nápravu  kg ,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  brzděného,Největší technicky přípustná povolená hmotnost přípojného vozidla  kg  nebrzděného,Největší technicky přípustná povolená hmotnost jízdní soupravy  kg ,Hmotnosti vozidla při testu WLTP,Průměrná hodnota užitečného zatížení,Spojovací zařízení - druh,Počet náprav - z toho poháněných,Kola a pneumatiky na nápravě - rozměry montáž  N 1; N 2; N 3; N 4 ,Vnější hluk vozidla  dB(A)  - stojícího při ot   min⁻¹ ,Za jízdy,Nejvyšší rychlost  km h⁻¹ ,Poměr Výkon Hmotnost  kW kg⁻¹ ,Inovativní technologie,Stupeň dokončení,Faktor odchylky - DE,Faktor verifikace - Vf,Účel vozidla,Další záznamy,Alternativní provedení,Číslo TP,Číslo ORV,Druh RZ,Zařazení vozidla,Status,PČV,ABS,Airbag,ASR,Brzdy nouzová,Brzdy odlehčovací,Brzdy parkovací,Brzdy provozní,Doplňkový text na TP,Hmotnosti provozní Do,Hmotnosti zatížení SZ,Hmotnosti zatížení SZ typ,Hydropohon,Objem cisterny,Zatížení střechy,Číslo motoru,Nejvyšší rychlost omezení,Ovládání brzd SZ,Ovládání brzd SZ druh,Retarder,Rok výroby,Délka do,Ložná délka,Ložná šířka,Výška do,Typ kód,RM zániku,Stupeň autonomity vozidla
30.09.1982,30.09.1982,,,Přívěs za os.automobil-nákladní,,O2,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,4/1-1580,,"VLASTNÍ VÝROBA","",,"/",.,"",NE,NE,, / ,,"", /  / ,,,,"","0 / 0 / 0","",,,"",,,HNĚDÁ-TMAVÁ,,0 / 0 / 0,2150/ 1597/ 850,0,/ / / ,110,350/ 350,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,TŘÍDA B50-X,1/ -0,"6.00 X 13/ 4J X 13|/ |/ |/ |","0/ 0",0,80,0,,,,,,"",,AF139214,UAM717914,STD. SILNIČNÍ,RSV,PROVOZOVANÉ,2275522,False,,False,False,False,False,False,"",,,,,,0,,,,,False,1982,,1350,1100,,,,Neuvedeno
30.07.1981,30.07.1981,,,Přívěs za os.automobil-nákladní,,O1,Vlastní výroba,"PŘÍVĚS VLASTNÍ VÝROBY NÁKLADNÍ /",,,5/11-3867,.,"VLASTNÍ VÝROBA","",,"0 / 0",.,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"VLASTNÍ VÝROBA",PŘÍVĚS-VALNÍK,5/11-3867,HNĚDÁ-TMAVÁ,,0 / 0 / 0,2290/ 1400/ 695,0,/ / / ,85,250/ 250,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,ISO 50,1/ .,"4,00"-8"/ 2,45X8|/ |/ |/ |","0/ 0",0,80,0,,,,,,"",,AE849720,AAG710912,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275523,,,,False,False,False,False,"",,,,,,0,,,,,,1981,,1400,1100,,,,Neuvedeno
27.02.1969,27.02.1969,,,Přívěs traktorový sklápěcí,,O3,BSS,"BSS P 73 S /",,,71-397,BSS P 73 S,".","",,"/",,"",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,".",PŘÍVĚS SKLÁPĚCÍ,71-397,ČERVENÁ-ZÁKLADNÍ,ZELENÁ-ZÁKLADNÍ,0 / 0 / 0,6860/ 2350/ 2120,2950,/ / / ,2180,9180/ 9180,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,NESAMOČINNÝ 08 ČSN 30 3660.1,2/ .,"/ |/ |/ |/ |","0/ 0",0,25,,,,,,,"",,AC084943,LT6902,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,2275524,,,,False,False,False,False,"",2280,,,,,0,,,,,,1969,,4500,2200,,,ROUDNICE NAD LABEM,Neuvedeno
05.05.1969,05.05.1969,366,,MOTOCYKL,.,L3,.,"ČZ 175/470 SPORT /",,,47001-37240,.,".",".",ČZ 470,"0 / 0",BA 80,"172",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,47001-37240,ČERVENÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,129,309/ 309,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC250222,,MOTOCYKL,RSV,ZÁNIK,2275525,,,,False,False,False,False,"",,,,,0,0,45003-84371,,,,,1969,,0,0,,,KLADNO,Neuvedeno
01.01.1956,21.02.1979,,,Osobní automobil-veterán,.,M1,.,"ŠKODA 440 SPARTAK /",,,271206,.,".",".",ŠKODA 440,"0 / 0",BA 90,"1089",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,271206,ČERVENÁ-ZÁKLADNÍ,,4 / 4 / 0,0/ 0/ 0,0,/ / / ,930,1280/ 1280,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AA101159,,OSOBNÍ,RSV,ZÁNIK,2275526,,,,False,False,False,False,"",,,,,0,0,271206,,,,,1956,,0,0,,,,Neuvedeno
01.02.1988,01.02.1988,1753,,Speciální automobil jednoúčel. (ost.SA),,N2,AVIA,"AVIA 31 N PM 0160 /",,,H0061192,A31,"Avia n.p., Praha","Avia n.p., Praha",712.18.0,"60 / 3000",NM,"3596",NE,NE,, / ,Neuvedeno,"0", /  / ,,,,"","0 / 0 / 0","",,,"FMB KOSZALYN",SPECIÁLNÍ-PLOŠINA MONTÁŽNÍ,H0061192,MODRÁ-ZÁKLADNÍ,,3 / 3 / 0,7550/ 2400/ 3100,3240,/ / / ,5110,5350/ 5350,1640/ 3710|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,,2/ -1,"6,50-20 10 PR Transport Tubeless/ 5,50 x 20 DC|6,50-20 10 PR Transport Tubeless/ 5,50 x 20 DC|/ |/ |","0/ 0",0,86,,,,,,,"POVOLENÉ VÝJÍMKY Z USTANOVENÍ VYHLÁŠKY FMD Č. 41/1984 SB.:|§14/1, §14/4, §15/6, §21/1, §22/1. §31/4B, §31/6, §31/7, §31/7A, §43/4, §55/1, § 61/18, §48/7, § 59/2. AVIA, OBOROVÝ PODNIK, EXPEDICE VOZŮ, PRAHA9-LEŽNANY|POVOLENÁ VÝJIMKA Z USTANOVENÍ § 92 VYHLÁŠKY Č. 145/56 Ú.L.UPRAV. VYHL. FMD Č. 103/78 SB.|ALTERNATIVNÍ POUŽITÍ PNEUMATIK 6,50 R 10 PR.|ROZHODNUTÍM MV ČSR SPRÁVY PRO DOPRAVU Č.K. SD/12-1207/86 ZE DNE 15.3.1986 POVOLENA DOSTAVBA NA SPECIÁLNÍ AUTOMOBIL - MONTÁŽNÍ PLOŠINA TYPU A 31-N/PM-0160.|ZÁKAZ PŘEPRAVY OSOB V KOŠI PLOŠINY. |VOZIDLO JE VYBAVENO ZVLÁŠTNÍM VÝSTRAŽNÝM SVĚTLEM ORANŽOVÉ BARVY, KTERÉ MUSÍ BÝT UVEDENO DO ČINNOSTI PŘI PRÁCI V JÍZDNÍ DRÁZE ZA NEUZAVŘENÉHO SILNIČNÍHO PROVOZU.|POVOLENY VÝJIMKY Z USTANOVENÍ VYHL. FMD Č. 41/84 SB.:|- § 28 ODST. 2|- § 45 ODST. 8 |STROJEEXPORT, PODNIK ZAHRANIČNÍHO OBCHODU, PRAHA 1, VÁCLAVSKÉ NÁMĚSTÍ 56, PSČ 113 26",,,UBI391797,STD. SILNIČNÍ,RSV,VYŘAZENO Z PROVOZU,2275527,,,,False,False,False,False,"POVOLENÉ VÝJÍMKY Z USTANOVENÍ VYHLÁŠKY FMD Č. 41/1984 SB.:|§14/1, §14/4, §15/6, §21/1, §22/1. §31/4B, §31/6, §31/7, §31/7A, §43/4, §55/1, § 61/18, §48/7, § 59/2. AVIA, OBOROVÝ PODNIK, EXPEDICE VOZŮ, PRAHA9-LEŽNANY|POVOLENÁ VÝJIMKA Z USTANOVENÍ § 92 VYHLÁŠKY Č. 145/56 Ú.L.UPRAV. VYHL. FMD Č. 103/78 SB.|ALTERNATIVNÍ POUŽITÍ PNEUMATIK 6,50 R 10 PR.|ROZHODNUTÍM MV ČSR SPRÁVY PRO DOPRAVU Č.K. SD/12-1207/86 ZE DNE 15.3.1986 POVOLENA DOSTAVBA NA SPECIÁLNÍ AUTOMOBIL - MONTÁŽNÍ PLOŠINA TYPU A 31-N/PM-0160.|ZÁKAZ PŘEPRAVY OSOB V KOŠI PLOŠINY. |VOZIDLO JE VYBAVENO ZVLÁŠTNÍM VÝSTRAŽNÝM SVĚTLEM ORANŽOVÉ BARVY, KTERÉ MUSÍ BÝT UVEDENO DO ČINNOSTI PŘI PRÁCI V JÍZDNÍ DRÁZE ZA NEUZAVŘENÉHO SILNIČNÍHO PROVOZU.|POVOLENY VÝJIMKY Z USTANOVENÍ VYHL. FMD Č. 41/84 SB.:|- § 28 ODST. 2|- § 45 ODST. 8 |STROJEEXPORT, PODNIK ZAHRANIČNÍHO OBCHODU, PRAHA 1, VÁCLAVSKÉ NÁMĚSTÍ 56, PSČ 113 26",,,,,,0,05586,,,,,1987,,0,0,,,,Neuvedeno
25.07.1967,25.07.1967,,,Přívěs traktorový sklápěcí,.,O3,PZS 50,"BSS PZS 50 /",,,9141,.,"BRANDÝSKÉSTROJÍRNY A SLÉVÁRNY, N.P., SENICE NA HANÉ, ČESKÁ REPUBLIKA",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,9141,ZELENÁ-ZÁKLADNÍ,,0 / 0 / 0,6840/ 2350/ 1750,2950,/ / / ,2250,7250/ 7250,3600/ 3600|3650/ 3650|/ |/ |,0/ 0,0/ 0,0/ 0,,,NESAMOČINNÝ ČSN 30 3660.1,2/ -0,"10,50-16 ZS/ 7,00-16|10,50-16 ZS/ 7,00-16|/ |/ |","0/ 0",0,30,0,,,,,Běžný provoz,"",,AB770572,ZAA424493,STD. ZVLÁŠTNÍ,RSV,PROVOZOVANÉ,2275528,False,,False,False,False,False,False,"",,,,False,,0,,,,,False,1967,,4500,2200,,,,Neuvedeno
01.01.1973,19.12.1978,537-073-73,,Nákladní automobil sklápěcí,.,N2,.,"PRAGA S5T-3 SUPER /",,,260651,.,".",".",T 912-3,"0 / 0",NM,"8100",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,260651,MODRÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,5100,10700/ 10700,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD319272,,NÁKLADNÍ,RSV,ZÁNIK,2275529,,,,False,False,False,False,"",,,,,0,0,137027,,,,,1973,,0,0,,,TURNOV,Neuvedeno
01.01.1971,26.05.1976,0699-002-75,,OSOBNÍ AUTOMOBIL,KUPÉ,M1,ŠKODA,"ŠKODA 110 R /",R,,,110,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 718 K,"45 / 5500",BA 96,"1107",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, KVASINY, ČESKÁ REPUBLIKA",KUPÉ,,ŽLUTÁ-ZÁKLADNÍ,,4 / 4 / 0,4155/ 1620/ 1340,2400,/ / / ,880,1200/ 1200,520/ 520|680/ 680|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",0,140,0,,,,,,"",,AC864902,,OSOBNÍ,RSV,PROVOZOVANÉ,2275530,False,,False,False,False,True,True,"",,,,,0,0,,,,,,1971,,0,0,,,,Neuvedeno
16.05.1959,16.05.1959,0410-001-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-550 PIONÝR /",,,109324,50-550 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 550,"1 / 5000",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","0 / 40",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,109324,NEZJIŠTĚNO,,1 / 1 / 0,1770/ 600/ 935,1210,/ / / ,80,180/ 180,68/ 68|112/ 112|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"2.50-16/ 1.50 A X 2|2.50-16/ 1.50 A X 2|/ |/ |","0/ 0",0,45,0,,,,,,"",,UE883011,UAJ485100,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2275531,False,,False,True,False,False,True,"",,,,,0,0,109324,,,,False,1958,,0,0,,,,Neuvedeno
03.05.1962,03.05.1962,0410-000-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-05 PIONÝR /",,,408867,50-05 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 05,"1 / 5000",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,408867,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,80,180/ 180,68/ 68|112/ 112|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"2.50-16/ 1.50 A X 2|2.50-16/ 1.50 A X 2|/ |/ |","0/ 0",0,45,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2275532,,,,True,False,False,True,"",,,,,0,0,408867,,,,,1962,,0,0,,,,Neuvedeno
14.05.1962,14.05.1962,0410-000-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-05 PIONÝR /",,,367617,50-05 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 05,"1 / 5000",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,367617,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,80,180/ 180,68/ 68|112/ 112|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"2.50-16/ 1.50 A X 2|2.50-16/ 1.50 A X 2|/ |/ |","0/ 0",0,45,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2275533,,,,True,False,False,True,"",,,,,0,0,367617,,,,,1962,,0,0,,,,Neuvedeno
01.01.1972,20.08.1975,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,824949,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,824949,HNĚDÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC889002,,OSOBNÍ,RSV,ZÁNIK,2275534,False,,False,False,False,True,True,"",,,,,0,0,818772/8,,,,,1972,,0,0,,722,BRNO,Neuvedeno
16.03.1972,16.03.1972,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,802587,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,802587,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC879889,AAC795277,OSOBNÍ,RSV,ZÁNIK,2275535,False,,False,False,False,True,True,"",,,,,0,0,795522,,,,,1972,,0,0,,722,HRADEC KRÁLOVÉ,Neuvedeno
01.01.1972,22.03.1976,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,1269163,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,1269163,ČERVENÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC844342,,OSOBNÍ,RSV,ZÁNIK,2275536,False,,False,False,False,True,True,"",,,,,0,0,786840/8,,,,,1972,,0,0,,722,BRNO,Neuvedeno
02.10.1969,02.10.1969,0698-000-75,,OSOBNÍ AUTOMOBIL,SEDAN,M1,ŠKODA,"ŠKODA 100 / 722",,,460601,100,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA","AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",ŠKODA 722,"35 / 4750",BA 84,"988",NE,NE,, / ,,"0", /  / ,,,,"ČSN","0 / 0 / 0","",,,"AZNP, MLADÁ BOLESLAV, ČESKÁ REPUBLIKA",SEDAN,460601,ZEL-ŽLUTÁ-ZÁKLADNÍ,,5 / 5 / 0,4155/ 1620/ 1380,2400,/ / / ,805,1180/ 1180,515/ 515|665/ 665|/ |/ |,0/ 0,400/ 400,0/ 0,,,.,2/ -1 ZADNÍ,"155 SR 14/ 4.5J X 14|155 SR 14/ 4.5J X 14|/ |/ |","0/ 0",82,125,0,,,,,,"",,AC437859,,OSOBNÍ,RSV,ZÁNIK,2275537,False,,False,False,False,True,True,"",,,,,0,0,456383/8,,,,,1969,,0,0,,722,ČESKÉ BUDĚJOVICE,Neuvedeno
16.12.1970,16.12.1970,671-001-69,,MOTOCYKL,.,L3,.,"ČZ 175/477-01 /",,,477-1-011844,.,".",".",ČZ 477/01,"0 / 0",BA 90,"172",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,477-1-011844,ČERNÁ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,122,282/ 282,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AC535469,,MOTOCYKL,RSV,PROVOZOVANÉ,2275538,,,,False,False,False,False,"",,,,,0,0,477-1-012062,,,,,1970,,0,0,,,,Neuvedeno
04.04.1995,04.04.1995,,,OSOBNÍ AUTOMOBIL,.,M1,.,"FORD ESCORT 1.4 AALF4B WF0AXXGCA /",,,WFOAXXGCAASC33476,.,".",".",1.4 DOHC EFI F4B KAT,"0 / 0",BA 95 B,"1391",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,WFOAXXGCAASC33476,MODROZEL-TMAVÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,1020,1575/ 1575,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AM049145,AAD591021,OSOBNÍ,RSV,ZÁNIK,2275539,False,,False,False,False,False,False,"",,,,,,0,SC33476,,,,False,1995,,0,0,,,STŘÍBRO,Neuvedeno
01.01.1972,22.05.1980,656,,OSOBNÍ AUTOMOBIL,.,M1,.,"FIAT 125 P 1300 /",,,176439,.,".",".",116 C.076,"0 / 0",BA 96,"1295",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,176439,HNĚDÁ-ZÁKLADNÍ,,2 / 2 / 0,0/ 0/ 0,0,/ / / ,1000,1400/ 1400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD044002,,OSOBNÍ,RSV,ZÁNIK,2275540,,,,False,False,False,False,"",,,,,0,0,093646,,,,,1972,,0,0,,,OSTRAVA,Neuvedeno
01.01.1972,04.09.1974,800,,OSOBNÍ AUTOMOBIL,.,M1,.,"DACIA 1300 /",,,3390699,.,".",".",810-02,"0 / 0",BA 96,"1289",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,3390699,BÍLÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,900,1320/ 1320,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AD229293,,OSOBNÍ,RSV,ZÁNIK,2275541,,,,False,False,False,False,"",,,,,0,0,426727,,,,,1972,,0,0,,,,Neuvedeno
01.01.1962,10.08.1964,0410-000-00,,MOTOCYKL,.,L3,JAWA,"JAWA 50-05 PIONÝR /",,,56973,50-05 PIONÝR,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO","POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",JAWA 05,"1 / 5000",BA 90,"50",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,"POVÁŽSKÉ STROJÁRNE, A.S., POVÁŽSKÁ BYSTRICA, SLOVENSKO",.,56973,NEZJIŠTĚNO,,2 / 2 / 0,1780/ 570/ 930,1210,/ / / ,80,180/ 180,68/ 68|112/ 112|/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ -1 ZADNÍ,"2.50-16/ 1.50 A X 2|2.50-16/ 1.50 A X 2|/ |/ |","0/ 0",0,45,0,,,,,,"",,,,MALÝ MOTOCYKL,RSV,PROVOZOVANÉ,2275542,,,,True,False,False,True,"",,,,,0,0,56973,,,,,1962,,0,0,,,,Neuvedeno
27.11.1984,27.11.1984,1179,,Přívěs za os.automobil,.,O1,.,"KPN 250 /",,,9772/84,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,9772/84,ŠEDÁ-ZÁKLADNÍ,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,150,400/ 400,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,1/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AG810320,,PŘÍVĚS DO 750kg,RSV,PROVOZOVANÉ,2275543,,,,False,False,False,False,"",,,,,0,0,,,,,,1984,,0,0,,,,Neuvedeno
11.01.1954,11.01.1954,,,Přívěs traktorový,.,O3,.,"BSS T 3.5 PVB2 /",,,81,.,".",".",- POLOŽKA NEBYLA NAPLNĚNA,"0 / 0",- POLOŽKA NEBYLA NAP,"0",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,81,NEZJIŠTĚNO,,0 / 0 / 0,0/ 0/ 0,0,/ / / ,1590,5090/ 5090,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,DE005778,,PŘÍVĚS TRAKTORU,RSV,ZÁNIK,2275544,,,,False,False,False,False,"",,,,,0,0,,,,,,1954,,0,0,,,MD (vozidlo bez RM),Neuvedeno
01.01.1986,09.06.1997,,,OSOBNÍ AUTOMOBIL,.,M1,.,"OPEL KADETT 1.3 LS E CC W0L000033 /",,,W0L000033L5017480,.,".",".",13NB,"0 / 0",BA 95 B,"1281",NE,NE,, / ,,"0", /  / ,,,,"","0 / 0 / 0","",,,".",.,W0L000033L5017480,ZLATÁ,,5 / 5 / 0,0/ 0/ 0,0,/ / / ,875,1355/ 1355,0/ 0|/ |/ |/ |,0/ 0,0/ 0,0/ 0,,,.,2/ .,"/ |/ |/ |/ |","0/ 0",0,0,0,,,,,,"",,AN516656,BAA176696,OSOBNÍ,RSV,ZÁNIK,2275545,,,,False,False,False,False,"",,,,,0,0,1417248,,,,,1986,,0,0,,,STŘÍBRO,Neuvedeno
